acceptance_rate,accepted_correct,accepted_incorrect,accepted_range_coverage,accepted_rounds,accepted_series_fraction,accepted_series_macro_coverage,accepted_source_fraction,accepted_source_macro_coverage,correct_acceptance_rate,incorrect_acceptance_rate,method,overall_range_coverage,positive_rounds,rejected_range_coverage,rejected_rounds,rounds,target_acceptance,threshold,worst_fold_accepted_coverage
0.7005604483586869,790,85,0.9028571428571428,875,0.7796052631578947,0.8924753867791843,0.8651685393258427,0.8710781282209854,0.6325060048038431,0.06805444355484387,logistic_compact,0.822257806244996,1027,0.6336898395721925,374,1249,0.7,0.47316690443609727,0.88268156424581
0.7502001601281025,840,97,0.8964781216648879,937,0.8075657894736842,0.8832315003394433,0.8820224719101124,0.862872813668992,0.6725380304243395,0.07766212970376302,logistic_compact,0.822257806244996,1027,0.5993589743589743,312,1249,0.75,0.39769176627825986,0.8717948717948718
0.800640512409928,883,117,0.883,1000,0.84375,0.8703053931124106,0.9073033707865169,0.8479223906468488,0.7069655724579663,0.09367493995196156,logistic_compact,0.822257806244996,1027,0.5783132530120482,249,1249,0.8,0.3196924240321672,0.855072463768116
0.8502802241793435,922,140,0.8681732580037664,1062,0.8947368421052632,0.8513786764705882,0.9466292134831461,0.8291400653418458,0.7381905524419535,0.11208967173738991,logistic_compact,0.822257806244996,1027,0.5614973262032086,187,1249,0.85,0.25419495242778284,0.8440366972477065
0.900720576461169,966,159,0.8586666666666667,1125,0.9375,0.8424269005847953,0.9691011235955056,0.820272497229019,0.7734187349879904,0.12730184147317855,logistic_compact,0.822257806244996,1027,0.49193548387096775,124,1249,0.9,0.17455606704919427,0.84
0.7005604483586869,799,76,0.9131428571428571,875,0.7861842105263158,0.901952580195258,0.8848314606741573,0.8937855883093978,0.6397117694155324,0.06084867894315452,histgb_compact,0.822257806244996,1027,0.6096256684491979,374,1249,0.7,0.7769039257485857,0.8833333333333333
0.7502001601281025,846,91,0.9028815368196371,937,0.8305921052631579,0.8893399339933994,0.9073033707865169,0.8743427195439579,0.677341873498799,0.07285828662930344,histgb_compact,0.822257806244996,1027,0.5801282051282052,312,1249,0.75,0.696338650370033,0.8704663212435233
0.800640512409928,892,108,0.892,1000,0.8651315789473685,0.8767743979721166,0.9353932584269663,0.8594975928309262,0.7141713370696557,0.08646917534027222,histgb_compact,0.822257806244996,1027,0.5421686746987951,249,1249,0.8,0.5854661723631187,0.8712871287128713
0.8502802241793435,927,135,0.8728813559322034,1062,0.9029605263157895,0.853217972070431,0.9550561797752809,0.8303582038876156,0.7421937550040032,0.10808646917534027,histgb_compact,0.822257806244996,1027,0.5347593582887701,187,1249,0.85,0.4574506008589945,0.8472222222222222
0.900720576461169,964,161,0.8568888888888889,1125,0.944078947368421,0.833130081300813,0.9719101123595506,0.8109378258222188,0.7718174539631706,0.1289031224979984,histgb_compact,0.822257806244996,1027,0.5080645161290323,124,1249,0.9,0.31203726143727734,0.8304347826086956
0.7005604483586869,795,80,0.9085714285714286,875,0.7944078947368421,0.8938233264320221,0.8876404494382022,0.8775391802290536,0.6365092073658927,0.06405124099279423,lightgbm_compact,0.822257806244996,1027,0.6203208556149733,374,1249,0.7,0.5878387813572188,0.8722222222222222
0.7502001601281025,840,97,0.8964781216648879,937,0.8289473684210527,0.8793320105820106,0.9129213483146067,0.8587532467532467,0.6725380304243395,0.07766212970376302,lightgbm_compact,0.822257806244996,1027,0.5993589743589743,312,1249,0.75,0.5172036870847103,0.868421052631579
0.800640512409928,888,112,0.888,1000,0.8569078947368421,0.873576455534229,0.9241573033707865,0.8525931262253451,0.710968775020016,0.08967173738991192,lightgbm_compact,0.822257806244996,1027,0.5582329317269076,249,1249,0.8,0.4366826702250384,0.8676470588235294
0.8502802241793435,930,132,0.8757062146892656,1062,0.9029605263157895,0.8574681238615665,0.952247191011236,0.8348444410391314,0.7445956765412329,0.10568454763811048,lightgbm_compact,0.822257806244996,1027,0.5187165775401069,187,1249,0.85,0.3435828193241868,0.847926267281106
0.900720576461169,966,159,0.8586666666666667,1125,0.9342105263157895,0.841637323943662,0.9662921348314607,0.815124249135877,0.7734187349879904,0.12730184147317855,lightgbm_compact,0.822257806244996,1027,0.49193548387096775,124,1249,0.9,0.25357670734226756,0.8355555555555556
0.7005604483586869,788,87,0.9005714285714286,875,0.7713815789473685,0.8864250177683014,0.8595505617977528,0.868235812843656,0.6309047237790232,0.06965572457966374,logistic_sourcebalanced_compact,0.822257806244996,1027,0.6390374331550802,374,1249,0.7,0.5140610233974244,0.8715083798882681
0.7502001601281025,838,99,0.8943436499466382,937,0.8174342105263158,0.8816901408450705,0.8848314606741573,0.8646812799193752,0.6709367493995196,0.07926341072858287,logistic_sourcebalanced_compact,0.822257806244996,1027,0.6057692307692307,312,1249,0.75,0.4535479140897109,0.8756476683937824
0.800640512409928,881,119,0.881,1000,0.8486842105263158,0.8686046511627907,0.9157303370786517,0.8483724183110686,0.7053642914331465,0.09527622097678143,logistic_sourcebalanced_compact,0.822257806244996,1027,0.5863453815261044,249,1249,0.8,0.35619536030047183,0.8578431372549019
0.8502802241793435,926,136,0.871939736346516,1062,0.8947368421052632,0.8576593137254902,0.9382022471910112,0.8361929820013653,0.7413931144915933,0.1088871096877502,logistic_sourcebalanced_compact,0.822257806244996,1027,0.5401069518716578,187,1249,0.85,0.2559019319657657,0.8433179723502304
0.900720576461169,964,161,0.8568888888888889,1125,0.9342105263157895,0.8409037558685446,0.9606741573033708,0.8125555893099753,0.7718174539631706,0.1289031224979984,logistic_sourcebalanced_compact,0.822257806244996,1027,0.5080645161290323,124,1249,0.9,0.18484337922543687,0.831858407079646
0.7005604483586869,796,79,0.9097142857142857,875,0.7976973684210527,0.8971134020618556,0.8904494382022472,0.8804552965436246,0.6373098478783027,0.0632506004803843,histgb_sourcebalanced_compact,0.822257806244996,1027,0.6176470588235294,374,1249,0.7,0.7405063425594139,0.8852459016393442
0.7502001601281025,845,92,0.9018143009605123,937,0.8289473684210527,0.8881613756613757,0.9101123595505618,0.8689948426059537,0.6765412329863891,0.07365892714171338,histgb_sourcebalanced_compact,0.822257806244996,1027,0.5833333333333334,312,1249,0.75,0.6621379058944675,0.8717948717948718
0.800640512409928,892,108,0.892,1000,0.8634868421052632,0.875968253968254,0.9325842696629213,0.858583033432431,0.7141713370696557,0.08646917534027222,histgb_sourcebalanced_compact,0.822257806244996,1027,0.5421686746987951,249,1249,0.8,0.5618991083279953,0.8653846153846154
0.8502802241793435,934,128,0.879472693032015,1062,0.9029605263157895,0.8598360655737705,0.952247191011236,0.8397444738152703,0.7477982385908727,0.10248198558847077,histgb_sourcebalanced_compact,0.822257806244996,1027,0.49732620320855614,187,1249,0.85,0.45658037936407664,0.8401826484018264
0.900720576461169,968,157,0.8604444444444445,1125,0.930921052631579,0.8425795053003533,0.9606741573033708,0.8200326152080538,0.7750200160128102,0.1257005604483587,histgb_sourcebalanced_compact,0.822257806244996,1027,0.47580645161290325,124,1249,0.9,0.27096613993613156,0.8311688311688312
0.7005604483586869,800,75,0.9142857142857143,875,0.7911184210526315,0.9028759528759529,0.8764044943820225,0.8904671717171717,0.6405124099279423,0.0600480384307446,lightgbm_sourcebalanced_compact,0.822257806244996,1027,0.606951871657754,374,1249,0.7,0.5626533129637107,0.8944444444444445
0.7502001601281025,841,96,0.8975453575240128,937,0.837171052631579,0.8824492468893255,0.9044943820224719,0.8684251566239144,0.6733386709367494,0.07686148919135308,lightgbm_sourcebalanced_compact,0.822257806244996,1027,0.5961538461538461,312,1249,0.75,0.4965815041972049,0.8638743455497382
0.800640512409928,886,114,0.886,1000,0.8733552631578947,0.8695856873822976,0.9297752808988764,0.8545663802461385,0.7093674939951962,0.09127301841473179,lightgbm_sourcebalanced_compact,0.822257806244996,1027,0.5662650602409639,249,1249,0.8,0.4039327645770348,0.8522167487684729
0.8502802241793435,927,135,0.8728813559322034,1062,0.9078947368421053,0.8533212560386474,0.949438202247191,0.837889674428136,0.7421937550040032,0.10808646917534027,lightgbm_sourcebalanced_compact,0.822257806244996,1027,0.5347593582887701,187,1249,0.85,0.3194708270395842,0.8302752293577982
0.900720576461169,968,157,0.8604444444444445,1125,0.9375,0.8398538011695906,0.9606741573033708,0.8180183202113027,0.7750200160128102,0.1257005604483587,lightgbm_sourcebalanced_compact,0.822257806244996,1027,0.47580645161290325,124,1249,0.9,0.23812421090007824,0.8240343347639485
0.7005604483586869,791,84,0.904,875,0.756578947368421,0.8915579710144927,0.8595505617977528,0.8730936819172114,0.633306645316253,0.06725380304243395,logistic_full,0.822257806244996,1027,0.6310160427807486,374,1249,0.7,0.48034683974894427,0.8693181818181818
0.7502001601281025,838,99,0.8943436499466382,937,0.8108552631578947,0.8816091954022989,0.8932584269662921,0.864240790655885,0.6709367493995196,0.07926341072858287,logistic_full,0.822257806244996,1027,0.6057692307692307,312,1249,0.75,0.39151259203757566,0.8556149732620321
0.800640512409928,885,115,0.885,1000,0.8569078947368421,0.872040946896993,0.9157303370786517,0.8474632388742818,0.7085668534827863,0.09207365892714171,logistic_full,0.822257806244996,1027,0.570281124497992,249,1249,0.8,0.3132004825851115,0.8472906403940886
0.8502802241793435,924,138,0.8700564971751412,1062,0.8865131578947368,0.8555040197897341,0.9438202247191011,0.8247071050642479,0.7397918334667735,0.11048839071257005,logistic_full,0.822257806244996,1027,0.5508021390374331,187,1249,0.85,0.23337012775103222,0.8465116279069768
0.900720576461169,965,160,0.8577777777777778,1125,0.930921052631579,0.8356890459363958,0.9719101123595506,0.8066726305165611,0.7726180944755805,0.12810248198558846,logistic_full,0.822257806244996,1027,0.5,124,1249,0.9,0.14445851533405213,0.8377192982456141
0.7005604483586869,797,78,0.9108571428571428,875,0.7828947368421053,0.8950280112044818,0.8764044943820225,0.8812678062678063,0.6381104883907126,0.06244995996797438,histgb_full,0.822257806244996,1027,0.6149732620320856,374,1249,0.7,0.7896660352477329,0.8770053475935828
0.7502001601281025,845,92,0.9018143009605123,937,0.8207236842105263,0.8887775551102204,0.9073033707865169,0.8760736511510505,0.6765412329863891,0.07365892714171338,histgb_full,0.822257806244996,1027,0.5833333333333334,312,1249,0.75,0.6948741204801367,0.883248730964467
0.800640512409928,885,115,0.885,1000,0.8536184210526315,0.8708413615928067,0.9213483146067416,0.8599459314398339,0.7085668534827863,0.09207365892714171,histgb_full,0.822257806244996,1027,0.570281124497992,249,1249,0.8,0.5997698719266574,0.8592233009708737
0.8502802241793435,929,133,0.8747645951035782,1062,0.8898026315789473,0.8581947011706716,0.9466292134831461,0.8387981125369849,0.743795036028823,0.10648518815052041,histgb_full,0.822257806244996,1027,0.5240641711229946,187,1249,0.85,0.474618777799992,0.8401826484018264
0.900720576461169,968,157,0.8604444444444445,1125,0.9259868421052632,0.8456187092954411,0.9634831460674157,0.8229660200505682,0.7750200160128102,0.1257005604483587,histgb_full,0.822257806244996,1027,0.47580645161290325,124,1249,0.9,0.3182450478620602,0.8177966101694916
0.7005604483586869,800,75,0.9142857142857143,875,0.78125,0.8994736842105263,0.8792134831460674,0.8850511043801779,0.6405124099279423,0.0600480384307446,lightgbm_full,0.822257806244996,1027,0.606951871657754,374,1249,0.7,0.5928892951531304,0.9010989010989011
0.7502001601281025,848,89,0.9050160085378869,937,0.8207236842105263,0.8895457581830327,0.8960674157303371,0.8707554723228704,0.6789431545236189,0.07125700560448359,lightgbm_full,0.822257806244996,1027,0.5737179487179487,312,1249,0.75,0.5182491693874103,0.8808290155440415
0.800640512409928,891,109,0.891,1000,0.8536184210526315,0.8754014129736674,0.9101123595505618,0.8561592556962927,0.7133706965572458,0.08726981585268215,lightgbm_full,0.822257806244996,1027,0.5461847389558233,249,1249,0.8,0.4383908994123827,0.8599033816425121
0.8502802241793435,932,130,0.8775894538606404,1062,0.8963815789473685,0.8619266055045871,0.9438202247191011,0.8420468503057789,0.7461969575660529,0.10408326661329063,lightgbm_full,0.822257806244996,1027,0.5080213903743316,187,1249,0.85,0.36838803615162685,0.8387096774193549
0.900720576461169,969,156,0.8613333333333333,1125,0.9358552631578947,0.8422671353251318,0.9634831460674157,0.8180514011417801,0.7758206565252201,0.12489991993594876,lightgbm_full,0.822257806244996,1027,0.46774193548387094,124,1249,0.9,0.2682975364079539,0.8189655172413793
0.7005604483586869,786,89,0.8982857142857142,875,0.7549342105263158,0.8917574437182281,0.8426966292134831,0.8723637566137566,0.6293034427542034,0.07125700560448359,logistic_sourcebalanced_full,0.822257806244996,1027,0.6443850267379679,374,1249,0.7,0.5236124225217554,0.8700564971751412
0.7502001601281025,832,105,0.887940234791889,937,0.8042763157894737,0.8768234492160872,0.8876404494382022,0.8545120052240306,0.6661329063250601,0.08406725380304243,logistic_sourcebalanced_full,0.822257806244996,1027,0.625,312,1249,0.75,0.43406292361032284,0.8631578947368421
0.800640512409928,879,121,0.879,1000,0.8552631578947368,0.8646153846153846,0.9213483146067416,0.8428765001935734,0.7037630104083267,0.09687750200160128,logistic_sourcebalanced_full,0.822257806244996,1027,0.5943775100401606,249,1249,0.8,0.33163871443497844,0.845
